t	dbpedia
https://cso.kmi.open.ac.uk/topics/denotational_semantics	http://dbpedia.org/resource/Denotational_semantics
https://cso.kmi.open.ac.uk/topics/argumentation_frameworks	http://dbpedia.org/resource/Argumentation_theory
https://cso.kmi.open.ac.uk/topics/event-b	http://dbpedia.org/resource/B-Method
https://cso.kmi.open.ac.uk/topics/model-checking_techniques	http://dbpedia.org/resource/Model_checking
https://cso.kmi.open.ac.uk/topics/formal_specification	http://dbpedia.org/resource/Formal_specification
https://cso.kmi.open.ac.uk/topics/safety_critical_systems	http://dbpedia.org/resource/Life-critical_system
https://cso.kmi.open.ac.uk/topics/safety-critical_systems	http://dbpedia.org/resource/Life-critical_system
https://cso.kmi.open.ac.uk/topics/formal_specification_language	http://dbpedia.org/resource/Formal_specification
https://cso.kmi.open.ac.uk/topics/communicating_sequential_processes	http://dbpedia.org/resource/Communicating_sequential_processes
https://cso.kmi.open.ac.uk/topics/model_checker	http://dbpedia.org/resource/Model_checking
https://cso.kmi.open.ac.uk/topics/probabilistic_model_checking	http://dbpedia.org/resource/Model_checking
https://cso.kmi.open.ac.uk/topics/model_checkers	http://dbpedia.org/resource/Model_checking
https://cso.kmi.open.ac.uk/topics/test_case_generation	http://dbpedia.org/resource/Test_case
https://cso.kmi.open.ac.uk/topics/symbolic_execution	http://dbpedia.org/resource/Symbolic_execution
https://cso.kmi.open.ac.uk/topics/model_transformation	http://dbpedia.org/resource/Model_transformation
https://cso.kmi.open.ac.uk/topics/model_driven_development	http://dbpedia.org/resource/Model-driven_engineering
https://cso.kmi.open.ac.uk/topics/model-driven_development	http://dbpedia.org/resource/Model-driven_engineering
https://cso.kmi.open.ac.uk/topics/aspect-oriented_programming_%28aop%29	http://dbpedia.org/resource/Aspect-oriented_programming
https://cso.kmi.open.ac.uk/topics/aspect-oriented_programming	http://dbpedia.org/resource/Aspect-oriented_programming
https://cso.kmi.open.ac.uk/topics/aspect_oriented_programming	http://dbpedia.org/resource/Aspect-oriented_programming
https://cso.kmi.open.ac.uk/topics/computation_tree_logic	http://dbpedia.org/resource/Computation_tree_logic
https://cso.kmi.open.ac.uk/topics/linear_time_temporal_logic	http://dbpedia.org/resource/Time_complexity
https://cso.kmi.open.ac.uk/topics/ltl_model-checking	http://dbpedia.org/resource/Linear_temporal_logic
https://cso.kmi.open.ac.uk/topics/transition_system	http://dbpedia.org/resource/Transition_system
https://cso.kmi.open.ac.uk/topics/transition_systems	http://dbpedia.org/resource/Transition_system
https://cso.kmi.open.ac.uk/topics/uml_2.0	http://dbpedia.org/resource/Unified_Modeling_Language
https://cso.kmi.open.ac.uk/topics/run-time_verification	http://dbpedia.org/resource/Runtime_system
https://cso.kmi.open.ac.uk/topics/continuous_time_markov_chain	http://dbpedia.org/resource/Markov_chain
https://cso.kmi.open.ac.uk/topics/graph_transformation	http://dbpedia.org/resource/Graph_rewriting
https://cso.kmi.open.ac.uk/topics/graph_transformations	http://dbpedia.org/resource/Graph_theory
https://cso.kmi.open.ac.uk/topics/cache_coherence_protocols	http://dbpedia.org/resource/Cache_coherence
https://cso.kmi.open.ac.uk/topics/device_driver	http://dbpedia.org/resource/Device_driver
https://cso.kmi.open.ac.uk/topics/model-driven_engineering	http://dbpedia.org/resource/Model-driven_engineering
https://cso.kmi.open.ac.uk/topics/model_to_model_transformation	http://dbpedia.org/resource/Model_transformation
https://cso.kmi.open.ac.uk/topics/model_driven_engineering	http://dbpedia.org/resource/Model-driven_engineering
https://cso.kmi.open.ac.uk/topics/web_engineering	http://dbpedia.org/resource/Web_engineering
https://cso.kmi.open.ac.uk/topics/rich_internet_applications	http://dbpedia.org/resource/Rich_Internet_application
https://cso.kmi.open.ac.uk/topics/model-driven_software_development	http://dbpedia.org/resource/Model-driven_engineering
https://cso.kmi.open.ac.uk/topics/qvt	http://dbpedia.org/resource/QVT
https://cso.kmi.open.ac.uk/topics/platform_independent_model	http://dbpedia.org/resource/Cross-platform
https://cso.kmi.open.ac.uk/topics/platform-independent_model	http://dbpedia.org/resource/Platform-independent_model
https://cso.kmi.open.ac.uk/topics/graph_rewriting	http://dbpedia.org/resource/Graph_rewriting
https://cso.kmi.open.ac.uk/topics/partial_order_reductions	http://dbpedia.org/resource/Partially_ordered_set
https://cso.kmi.open.ac.uk/topics/real-time_embedded_systems	http://dbpedia.org/resource/Real-time_computing
https://cso.kmi.open.ac.uk/topics/timing_analysis	http://dbpedia.org/resource/Static_timing_analysis
https://cso.kmi.open.ac.uk/topics/uml_profile	http://dbpedia.org/resource/Unified_Modeling_Language
https://cso.kmi.open.ac.uk/topics/uml_profiles	http://dbpedia.org/resource/Profile_(UML)
https://cso.kmi.open.ac.uk/topics/real-time_rendering	http://dbpedia.org/resource/Real-time_computer_graphics
https://cso.kmi.open.ac.uk/topics/real-time_application	http://dbpedia.org/resource/Real-time_computing
https://cso.kmi.open.ac.uk/topics/real-time_operating_systems	http://dbpedia.org/resource/Real-time_computing
https://cso.kmi.open.ac.uk/topics/real_time_operating_system	http://dbpedia.org/resource/Real-time_operating_system
https://cso.kmi.open.ac.uk/topics/real-time_operating_system	http://dbpedia.org/resource/Real-time_operating_system
https://cso.kmi.open.ac.uk/topics/cyber-physical_system	http://dbpedia.org/resource/Cyber-physical_system
https://cso.kmi.open.ac.uk/topics/cyber-physical_systems_%28cps%29	http://dbpedia.org/resource/Cyber-physical_system
https://cso.kmi.open.ac.uk/topics/cyber_physical_systems_%28cpss%29	http://dbpedia.org/resource/Cyber-physical_system
https://cso.kmi.open.ac.uk/topics/cyber-physical_systems	http://dbpedia.org/resource/Cyber-physical_system
https://cso.kmi.open.ac.uk/topics/multi-processor_platforms	http://dbpedia.org/resource/Multiprocessing
https://cso.kmi.open.ac.uk/topics/controller_area_network	http://dbpedia.org/resource/CAN_bus
https://cso.kmi.open.ac.uk/topics/safety_critical_applications	http://dbpedia.org/resource/Life-critical_system
https://cso.kmi.open.ac.uk/topics/hard_real-time_systems	http://dbpedia.org/resource/Real-time_computing
https://cso.kmi.open.ac.uk/topics/hard_real-time	http://dbpedia.org/resource/Real-time_computing
https://cso.kmi.open.ac.uk/topics/system_architecture	http://dbpedia.org/resource/Systems_architecture
https://cso.kmi.open.ac.uk/topics/common_object_request_broker_architecture	http://dbpedia.org/resource/Common_Object_Request_Broker_Architecture
https://cso.kmi.open.ac.uk/topics/multi-core_platforms	http://dbpedia.org/resource/Multi-core_processor
https://cso.kmi.open.ac.uk/topics/embedded_computing	http://dbpedia.org/resource/Embedded_system
https://cso.kmi.open.ac.uk/topics/switched_ethernet	http://dbpedia.org/resource/Network_switch
https://cso.kmi.open.ac.uk/topics/central_processing_unit	http://dbpedia.org/resource/Central_processing_unit
https://cso.kmi.open.ac.uk/topics/teleconferencing	http://dbpedia.org/resource/Teleconference
https://cso.kmi.open.ac.uk/topics/multiprocessor_system	http://dbpedia.org/resource/Multiprocessing
https://cso.kmi.open.ac.uk/topics/static_timing_analysis	http://dbpedia.org/resource/Static_timing_analysis
https://cso.kmi.open.ac.uk/topics/statistical_timing_analysis	http://dbpedia.org/resource/Static_timing_analysis
https://cso.kmi.open.ac.uk/topics/real-time_scheduling_algorithms	http://dbpedia.org/resource/Real-time_computing
https://cso.kmi.open.ac.uk/topics/rtos	http://dbpedia.org/resource/Real-time_operating_system
https://cso.kmi.open.ac.uk/topics/information_system_architecture	http://dbpedia.org/resource/Systems_architecture
https://cso.kmi.open.ac.uk/topics/system_level_design	http://dbpedia.org/resource/Level_design
https://cso.kmi.open.ac.uk/topics/vliw	http://dbpedia.org/resource/Very_long_instruction_word
https://cso.kmi.open.ac.uk/topics/vliw_processor	http://dbpedia.org/resource/Very_long_instruction_word
https://cso.kmi.open.ac.uk/topics/instruction_scheduling	http://dbpedia.org/resource/Instruction_scheduling
https://cso.kmi.open.ac.uk/topics/memory_allocation	http://dbpedia.org/resource/Memory_management
https://cso.kmi.open.ac.uk/topics/scada	http://dbpedia.org/resource/SCADA
https://cso.kmi.open.ac.uk/topics/genetic_network_programming	http://dbpedia.org/resource/Gene_regulatory_network
https://cso.kmi.open.ac.uk/topics/flash_translation_layer	http://dbpedia.org/resource/Flash_file_system
https://cso.kmi.open.ac.uk/topics/audio_coding	http://dbpedia.org/resource/Audio_codec
https://cso.kmi.open.ac.uk/topics/psychoacoustic_model	http://dbpedia.org/resource/Psychoacoustics
https://cso.kmi.open.ac.uk/topics/teleconference	http://dbpedia.org/resource/Teleconference
https://cso.kmi.open.ac.uk/topics/multiprocessor	http://dbpedia.org/resource/Multiprocessing
https://cso.kmi.open.ac.uk/topics/multi_processor_architecture	http://dbpedia.org/resource/Architecture
https://cso.kmi.open.ac.uk/topics/isabelle%2Fhol	http://dbpedia.org/resource/Isabelle_(proof_assistant)
https://cso.kmi.open.ac.uk/topics/structural_operational_semantics	http://dbpedia.org/resource/Operational_semantics
https://cso.kmi.open.ac.uk/topics/gui_testing	http://dbpedia.org/resource/Graphical_user_interface_testing
https://cso.kmi.open.ac.uk/topics/graph_transformation_system	http://dbpedia.org/resource/Graph_rewriting
https://cso.kmi.open.ac.uk/topics/crosscutting_concerns	http://dbpedia.org/resource/Cross-cutting_concern
https://cso.kmi.open.ac.uk/topics/refactoring	http://dbpedia.org/resource/Code_refactoring
https://cso.kmi.open.ac.uk/topics/aspect-oriented_software_development	http://dbpedia.org/resource/Aspect-oriented_software_development
https://cso.kmi.open.ac.uk/topics/pointcut	http://dbpedia.org/resource/Pointcut
https://cso.kmi.open.ac.uk/topics/refactoring_tools	http://dbpedia.org/resource/Code_refactoring
https://cso.kmi.open.ac.uk/topics/code_smell	http://dbpedia.org/resource/Code_smell
https://cso.kmi.open.ac.uk/topics/join_point	http://dbpedia.org/resource/Join_point
https://cso.kmi.open.ac.uk/topics/linear_logic	http://dbpedia.org/resource/Linear_logic
https://cso.kmi.open.ac.uk/topics/first-order_formulas	http://dbpedia.org/resource/First-order_logic
https://cso.kmi.open.ac.uk/topics/finite_model_theory	http://dbpedia.org/resource/Finite_model_theory
https://cso.kmi.open.ac.uk/topics/dynamic_program_analysis	http://dbpedia.org/resource/Dynamic_program_analysis
https://cso.kmi.open.ac.uk/topics/reactive_programming	http://dbpedia.org/resource/Reactive_programming
https://cso.kmi.open.ac.uk/topics/parametric_polymorphism	http://dbpedia.org/resource/Parametric_polymorphism
https://cso.kmi.open.ac.uk/topics/type_inference	http://dbpedia.org/resource/Type_inference
https://cso.kmi.open.ac.uk/topics/type_safety	http://dbpedia.org/resource/Type_safety
https://cso.kmi.open.ac.uk/topics/object-oriented_languages	http://dbpedia.org/resource/Object-oriented_programming
https://cso.kmi.open.ac.uk/topics/concept_lattice	http://dbpedia.org/resource/Formal_concept_analysis
https://cso.kmi.open.ac.uk/topics/galois_connection	http://dbpedia.org/resource/Galois_connection
https://cso.kmi.open.ac.uk/topics/termination_analysis	http://dbpedia.org/resource/Termination_analysis
https://cso.kmi.open.ac.uk/topics/disjunctive_logic_programs	http://dbpedia.org/resource/Logic_programming
https://cso.kmi.open.ac.uk/topics/stable_model	http://dbpedia.org/resource/Stable_model_semantics
https://cso.kmi.open.ac.uk/topics/stable_model_semantics	http://dbpedia.org/resource/Stable_model_semantics
https://cso.kmi.open.ac.uk/topics/knowledge_representation_and_reasoning	http://dbpedia.org/resource/Knowledge_representation_and_reasoning
https://cso.kmi.open.ac.uk/topics/argumentation_semantics	http://dbpedia.org/resource/Argumentation_theory
https://cso.kmi.open.ac.uk/topics/statistical_relational_learning	http://dbpedia.org/resource/Statistical_relational_learning
https://cso.kmi.open.ac.uk/topics/cognitive_science	http://dbpedia.org/resource/Cognitive_science
https://cso.kmi.open.ac.uk/topics/psychology_computing	http://dbpedia.org/resource/Psychology
https://cso.kmi.open.ac.uk/topics/cognitive_architectures	http://dbpedia.org/resource/Cognitive_architecture
https://cso.kmi.open.ac.uk/topics/cognitive_architecture	http://dbpedia.org/resource/Cognitive_architecture
https://cso.kmi.open.ac.uk/topics/fuzzy_cognitive_maps	http://dbpedia.org/resource/Cognitive_map
https://cso.kmi.open.ac.uk/topics/cognitive_process	http://dbpedia.org/resource/Cognition
https://cso.kmi.open.ac.uk/topics/cognitive_informatics	http://dbpedia.org/resource/Cognitive_science
https://cso.kmi.open.ac.uk/topics/cognitive_modelling	http://dbpedia.org/resource/Cognitive_model
https://cso.kmi.open.ac.uk/topics/cognitive_radio	http://dbpedia.org/resource/Cognitive_radio
https://cso.kmi.open.ac.uk/topics/cognitive_radio_%28cr%29	http://dbpedia.org/resource/Cognitive_radio
https://cso.kmi.open.ac.uk/topics/cognitive_radio_networks_%28crns%29	http://dbpedia.org/resource/Cognitive_radio
https://cso.kmi.open.ac.uk/topics/cognitive_radio_network_%28crn%29	http://dbpedia.org/resource/Cognitive_radio
https://cso.kmi.open.ac.uk/topics/cognitive_radio_network	http://dbpedia.org/resource/Cognitive_radio
https://cso.kmi.open.ac.uk/topics/cognitive_radio_networks	http://dbpedia.org/resource/Cognitive_radio
https://cso.kmi.open.ac.uk/topics/cognitive_radio_technologies	http://dbpedia.org/resource/Cognitive_radio
https://cso.kmi.open.ac.uk/topics/wideband_spectrum	http://dbpedia.org/resource/Wideband
https://cso.kmi.open.ac.uk/topics/noise_power	http://dbpedia.org/resource/Noise_power
https://cso.kmi.open.ac.uk/topics/ieee_802.22	http://dbpedia.org/resource/IEEE_802.22
https://cso.kmi.open.ac.uk/topics/radio_environment	http://dbpedia.org/resource/Radio
https://cso.kmi.open.ac.uk/topics/wireless_microphone	http://dbpedia.org/resource/Wireless_microphone
https://cso.kmi.open.ac.uk/topics/co-operative_spectrum_sensing	http://dbpedia.org/resource/Spectrum
https://cso.kmi.open.ac.uk/topics/timing_jitter	http://dbpedia.org/resource/Jitter
https://cso.kmi.open.ac.uk/topics/fusion_center	http://dbpedia.org/resource/Fusion_center
https://cso.kmi.open.ac.uk/topics/spectrum_efficiency	http://dbpedia.org/resource/Spectral_efficiency
https://cso.kmi.open.ac.uk/topics/random_matrix_theory	http://dbpedia.org/resource/Random_matrix
https://cso.kmi.open.ac.uk/topics/opportunistic_spectrum_access	http://dbpedia.org/resource/Spectrum
https://cso.kmi.open.ac.uk/topics/spectrum_access	http://dbpedia.org/resource/Spectrum
https://cso.kmi.open.ac.uk/topics/uwb_receivers	http://dbpedia.org/resource/Ultra-wideband
https://cso.kmi.open.ac.uk/topics/fokker-planck_equation	http://dbpedia.org/resource/Fokker–Planck_equation
https://cso.kmi.open.ac.uk/topics/fokker_planck_equation	http://dbpedia.org/resource/Fokker–Planck_equation
https://cso.kmi.open.ac.uk/topics/clock_recovery	http://dbpedia.org/resource/Clock_recovery
https://cso.kmi.open.ac.uk/topics/human_emotion	http://dbpedia.org/resource/Emotion
https://cso.kmi.open.ac.uk/topics/human-machine_interaction	http://dbpedia.org/resource/Human–computer_interaction
https://cso.kmi.open.ac.uk/topics/human-machine_interfaces	http://dbpedia.org/resource/User_interface
https://cso.kmi.open.ac.uk/topics/human_machine_interface	http://dbpedia.org/resource/User_interface
https://cso.kmi.open.ac.uk/topics/human-machine_interface	http://dbpedia.org/resource/User_interface
https://cso.kmi.open.ac.uk/topics/pressurized_water_reactors	http://dbpedia.org/resource/Pressurized_water_reactor
https://cso.kmi.open.ac.uk/topics/service_robot	http://dbpedia.org/resource/Service_robot
https://cso.kmi.open.ac.uk/topics/teleoperation_systems	http://dbpedia.org/resource/Teleoperation
https://cso.kmi.open.ac.uk/topics/nonverbal_behavior	http://dbpedia.org/resource/Nonverbal_communication
https://cso.kmi.open.ac.uk/topics/interactive_communications	http://dbpedia.org/resource/New_media
https://cso.kmi.open.ac.uk/topics/emotion_expression	http://dbpedia.org/resource/Emotion
https://cso.kmi.open.ac.uk/topics/hmi	http://dbpedia.org/resource/User_interface
https://cso.kmi.open.ac.uk/topics/anthropomorphic_robots	http://dbpedia.org/resource/Anthropomorphism
https://cso.kmi.open.ac.uk/topics/humanoid_robot	http://dbpedia.org/resource/Humanoid_robot
https://cso.kmi.open.ac.uk/topics/real_robot	http://dbpedia.org/resource/Mecha_anime_and_manga
https://cso.kmi.open.ac.uk/topics/wall_climbing_robot	http://dbpedia.org/resource/Robot
https://cso.kmi.open.ac.uk/topics/microrobot	http://dbpedia.org/resource/Microbotics
https://cso.kmi.open.ac.uk/topics/motion_control	http://dbpedia.org/resource/Motion_control
https://cso.kmi.open.ac.uk/topics/biped_locomotion	http://dbpedia.org/resource/Bipedalism
https://cso.kmi.open.ac.uk/topics/inverse_kinematics	http://dbpedia.org/resource/Inverse_kinematics
https://cso.kmi.open.ac.uk/topics/dead_reckoning	http://dbpedia.org/resource/Dead_reckoning
https://cso.kmi.open.ac.uk/topics/odometry	http://dbpedia.org/resource/Odometry
https://cso.kmi.open.ac.uk/topics/telepresence	http://dbpedia.org/resource/Telepresence
https://cso.kmi.open.ac.uk/topics/simultaneous_localization_and_mapping_%28slam%29	http://dbpedia.org/resource/Robotic_mapping
https://cso.kmi.open.ac.uk/topics/haptic_interfaces	http://dbpedia.org/resource/Haptic_technology
https://cso.kmi.open.ac.uk/topics/haptic_interface	http://dbpedia.org/resource/Haptic_technology
https://cso.kmi.open.ac.uk/topics/parallel_robot	http://dbpedia.org/resource/Parallel_manipulator
https://cso.kmi.open.ac.uk/topics/non-holonomic_mobile_robots	http://dbpedia.org/resource/Nonholonomic_system
https://cso.kmi.open.ac.uk/topics/configuration_space	http://dbpedia.org/resource/Configuration_space
https://cso.kmi.open.ac.uk/topics/motion_planning_algorithms	http://dbpedia.org/resource/Motion_planning
https://cso.kmi.open.ac.uk/topics/intelligent_mechatronics	http://dbpedia.org/resource/Mechatronics
https://cso.kmi.open.ac.uk/topics/service_robotics	http://dbpedia.org/resource/Robotics
https://cso.kmi.open.ac.uk/topics/slam_algorithm	http://dbpedia.org/resource/Algorithm
https://cso.kmi.open.ac.uk/topics/haptic_feedback	http://dbpedia.org/resource/Haptic_technology
https://cso.kmi.open.ac.uk/topics/potential_field	http://dbpedia.org/resource/Potential
https://cso.kmi.open.ac.uk/topics/autonomous_vehicles	http://dbpedia.org/resource/Vehicular_automation
https://cso.kmi.open.ac.uk/topics/autonomous_vehicle	http://dbpedia.org/resource/Vehicular_automation
https://cso.kmi.open.ac.uk/topics/microphone_arrays	http://dbpedia.org/resource/Microphone
https://cso.kmi.open.ac.uk/topics/microphone_array	http://dbpedia.org/resource/Microphone_array
https://cso.kmi.open.ac.uk/topics/quadruped_robots	http://dbpedia.org/resource/Quadrupedalism
https://cso.kmi.open.ac.uk/topics/quadruped_robot	http://dbpedia.org/resource/Quadrupedalism
https://cso.kmi.open.ac.uk/topics/robot_control_systems	http://dbpedia.org/resource/Robot
https://cso.kmi.open.ac.uk/topics/autonomous_underwater_vehicle_%28auv%29	http://dbpedia.org/resource/Autonomous_underwater_vehicle
https://cso.kmi.open.ac.uk/topics/autonomous_underwater_vehicle	http://dbpedia.org/resource/Autonomous_underwater_vehicle
https://cso.kmi.open.ac.uk/topics/inverted_pendulum_model	http://dbpedia.org/resource/Inverted_pendulum
https://cso.kmi.open.ac.uk/topics/biped_robot	http://dbpedia.org/resource/Bipedalism
https://cso.kmi.open.ac.uk/topics/biped_robots	http://dbpedia.org/resource/Bipedalism
https://cso.kmi.open.ac.uk/topics/bipedal_walking	http://dbpedia.org/resource/Bipedalism
https://cso.kmi.open.ac.uk/topics/bipedal_robot	http://dbpedia.org/resource/Bipedalism
https://cso.kmi.open.ac.uk/topics/biped_walking	http://dbpedia.org/resource/Bipedalism
https://cso.kmi.open.ac.uk/topics/gait_planning	http://dbpedia.org/resource/Gait
https://cso.kmi.open.ac.uk/topics/walking_gait	http://dbpedia.org/resource/Gait
https://cso.kmi.open.ac.uk/topics/biped_walking_robots	http://dbpedia.org/resource/Bipedalism
https://cso.kmi.open.ac.uk/topics/bipedal_locomotion	http://dbpedia.org/resource/Bipedalism
https://cso.kmi.open.ac.uk/topics/motion_capture_data	http://dbpedia.org/resource/Motion_capture
https://cso.kmi.open.ac.uk/topics/motion_data	http://dbpedia.org/resource/Microsoft_Mobile
https://cso.kmi.open.ac.uk/topics/human_motion_data	http://dbpedia.org/resource/Microsoft_Mobile
https://cso.kmi.open.ac.uk/topics/suction_cup	http://dbpedia.org/resource/Suction_cup
https://cso.kmi.open.ac.uk/topics/auv	http://dbpedia.org/resource/Autonomous_underwater_vehicle
https://cso.kmi.open.ac.uk/topics/sea_trial	http://dbpedia.org/resource/Sea_trial
https://cso.kmi.open.ac.uk/topics/submersible_motors	http://dbpedia.org/resource/Submersible
https://cso.kmi.open.ac.uk/topics/unmanned_underwater_vehicles	http://dbpedia.org/resource/Submarine
https://cso.kmi.open.ac.uk/topics/underwater_wireless_sensor_networks	http://dbpedia.org/resource/Wireless_sensor_network
https://cso.kmi.open.ac.uk/topics/trajectory_planning	http://dbpedia.org/resource/Trajectory
https://cso.kmi.open.ac.uk/topics/motion_planning_problems	http://dbpedia.org/resource/Motion_planning
https://cso.kmi.open.ac.uk/topics/potential_field_methods	http://dbpedia.org/resource/Potential
https://cso.kmi.open.ac.uk/topics/path-planning_algorithm	http://dbpedia.org/resource/Algorithm
https://cso.kmi.open.ac.uk/topics/artificial_potential_field	http://dbpedia.org/resource/Potential
https://cso.kmi.open.ac.uk/topics/robot_swarms	http://dbpedia.org/resource/Robot
https://cso.kmi.open.ac.uk/topics/kinematic_redundancy	http://dbpedia.org/resource/Kinematics
https://cso.kmi.open.ac.uk/topics/welding_robots	http://dbpedia.org/resource/Welding
https://cso.kmi.open.ac.uk/topics/localization_system	http://dbpedia.org/resource/Video_game_localization
https://cso.kmi.open.ac.uk/topics/robotic_arm	http://dbpedia.org/resource/Robotic_arm
https://cso.kmi.open.ac.uk/topics/sliding_mode_control_%28smc%29	http://dbpedia.org/resource/Sliding_mode_control
https://cso.kmi.open.ac.uk/topics/sliding_mode_control	http://dbpedia.org/resource/Sliding_mode_control
https://cso.kmi.open.ac.uk/topics/torque_control	http://dbpedia.org/resource/Torque
https://cso.kmi.open.ac.uk/topics/telecontrol_equipment	http://dbpedia.org/resource/Telecommand
https://cso.kmi.open.ac.uk/topics/parallel_manipulator	http://dbpedia.org/resource/Parallel_manipulator
https://cso.kmi.open.ac.uk/topics/jacobian_matrices	http://dbpedia.org/resource/Jacobian_matrix_and_determinant
https://cso.kmi.open.ac.uk/topics/jacobian_matrix	http://dbpedia.org/resource/Jacobian_matrix_and_determinant
https://cso.kmi.open.ac.uk/topics/motion_controller	http://dbpedia.org/resource/Motion_controller
https://cso.kmi.open.ac.uk/topics/linear_motor	http://dbpedia.org/resource/Linear_motor
https://cso.kmi.open.ac.uk/topics/path_planning	http://dbpedia.org/resource/Motion_planning
https://cso.kmi.open.ac.uk/topics/proportional_control_systems	http://dbpedia.org/resource/Proportional_control
https://cso.kmi.open.ac.uk/topics/feedforward_control	http://dbpedia.org/resource/Feedforward_neural_network
https://cso.kmi.open.ac.uk/topics/nonholonomic_system	http://dbpedia.org/resource/Nonholonomic_system
https://cso.kmi.open.ac.uk/topics/servo_system	http://dbpedia.org/resource/Servomechanism
https://cso.kmi.open.ac.uk/topics/force_feedback_devices	http://dbpedia.org/resource/Haptic_technology
https://cso.kmi.open.ac.uk/topics/computed_torque_control	http://dbpedia.org/resource/Torque
https://cso.kmi.open.ac.uk/topics/torque_converters	http://dbpedia.org/resource/Torque
https://cso.kmi.open.ac.uk/topics/torque_ripple	http://dbpedia.org/resource/Torque_ripple
https://cso.kmi.open.ac.uk/topics/stator_flux	http://dbpedia.org/resource/Stator
https://cso.kmi.open.ac.uk/topics/fuzzy_sliding_mode_control	http://dbpedia.org/resource/Sliding_mode_control
https://cso.kmi.open.ac.uk/topics/sliding_mode_observers	http://dbpedia.org/resource/Sliding_mode_control
https://cso.kmi.open.ac.uk/topics/sliding_mode_observer	http://dbpedia.org/resource/Sliding_mode_control
https://cso.kmi.open.ac.uk/topics/terminal_sliding_mode_control	http://dbpedia.org/resource/Sliding_mode_control
https://cso.kmi.open.ac.uk/topics/terminal_sliding_mode	http://dbpedia.org/resource/Sliding_mode_control
https://cso.kmi.open.ac.uk/topics/adaptive_sliding_mode_control	http://dbpedia.org/resource/Sliding_mode_control
https://cso.kmi.open.ac.uk/topics/adaptive_sliding_mode_controller	http://dbpedia.org/resource/Sliding_mode_control
https://cso.kmi.open.ac.uk/topics/sliding_mode_variable_structure_control	http://dbpedia.org/resource/Sliding_mode_control
https://cso.kmi.open.ac.uk/topics/sliding_mode	http://dbpedia.org/resource/Sliding_mode_control
https://cso.kmi.open.ac.uk/topics/unscented_kalman_filter	http://dbpedia.org/resource/Kalman_filter
https://cso.kmi.open.ac.uk/topics/unscented_particle_filters	http://dbpedia.org/resource/Particle
https://cso.kmi.open.ac.uk/topics/ukf	http://dbpedia.org/resource/UKF_Music
https://cso.kmi.open.ac.uk/topics/hand_model	http://dbpedia.org/resource/Hand_model
https://cso.kmi.open.ac.uk/topics/step_response	http://dbpedia.org/resource/Step_response
https://cso.kmi.open.ac.uk/topics/pi_controller	http://dbpedia.org/resource/PID_controller
https://cso.kmi.open.ac.uk/topics/pid_control	http://dbpedia.org/resource/PID_controller
https://cso.kmi.open.ac.uk/topics/pid_controller	http://dbpedia.org/resource/PID_controller
https://cso.kmi.open.ac.uk/topics/control_loop	http://dbpedia.org/resource/Control_system
https://cso.kmi.open.ac.uk/topics/fuzzy_pid_controller	http://dbpedia.org/resource/PID_controller
https://cso.kmi.open.ac.uk/topics/proportional_integral_derivative_controllers	http://dbpedia.org/resource/Integral
https://cso.kmi.open.ac.uk/topics/pid_controller_design	http://dbpedia.org/resource/PID_controller
https://cso.kmi.open.ac.uk/topics/proportional_integral_derivatives	http://dbpedia.org/resource/Integral
https://cso.kmi.open.ac.uk/topics/set-point_tracking	http://dbpedia.org/resource/Human_body_temperature
https://cso.kmi.open.ac.uk/topics/fractional_order	http://dbpedia.org/resource/Order_of_reaction
https://cso.kmi.open.ac.uk/topics/load-frequency_control	http://dbpedia.org/resource/Utility_frequency
https://cso.kmi.open.ac.uk/topics/fractional_calculus	http://dbpedia.org/resource/Fractional_calculus
https://cso.kmi.open.ac.uk/topics/fractional_differential_equation	http://dbpedia.org/resource/Fractional_calculus
https://cso.kmi.open.ac.uk/topics/integer_order	http://dbpedia.org/resource/Integer
https://cso.kmi.open.ac.uk/topics/proportional_integral_derivative_control	http://dbpedia.org/resource/Integral
https://cso.kmi.open.ac.uk/topics/varactors	http://dbpedia.org/resource/Varicap
https://cso.kmi.open.ac.uk/topics/varactor_diodes	http://dbpedia.org/resource/Varicap
https://cso.kmi.open.ac.uk/topics/phase_noise_performance	http://dbpedia.org/resource/Phase_noise
https://cso.kmi.open.ac.uk/topics/variable_frequency_oscillators	http://dbpedia.org/resource/Frequency
https://cso.kmi.open.ac.uk/topics/control_voltages	http://dbpedia.org/resource/Analog_signal_processing
https://cso.kmi.open.ac.uk/topics/frequency_dividers	http://dbpedia.org/resource/Electric_organ
https://cso.kmi.open.ac.uk/topics/low_phase_noise	http://dbpedia.org/resource/Phase_noise
https://cso.kmi.open.ac.uk/topics/feed-forward_controllers	http://dbpedia.org/resource/Feedforward_neural_network
https://cso.kmi.open.ac.uk/topics/collision_detection	http://dbpedia.org/resource/Collision_detection
https://cso.kmi.open.ac.uk/topics/collision_detection_algorithm	http://dbpedia.org/resource/Collision_detection
https://cso.kmi.open.ac.uk/topics/bounding_volume_hierarchies	http://dbpedia.org/resource/Bounding_volume_hierarchy
https://cso.kmi.open.ac.uk/topics/bounding_volume	http://dbpedia.org/resource/Bounding_volume
https://cso.kmi.open.ac.uk/topics/dynamic_optimization_problem_%28dop%29	http://dbpedia.org/resource/Optimization_problem
