prop	a	b	label
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/first-order_logic	https://cso.kmi.open.ac.uk/topics/first_order_logic	first-order logic
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/combinatorial_auctions	https://cso.kmi.open.ac.uk/topics/combinatorial_auction	combinatorial auctions
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/combinatorial_auction	https://cso.kmi.open.ac.uk/topics/combinatorial_auctions	combinatorial auction
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/modal_logic	https://cso.kmi.open.ac.uk/topics/modal_logics	modal logic
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/modal_logics	https://cso.kmi.open.ac.uk/topics/modal_logic	modal logics
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/ensemble_classifiers	https://cso.kmi.open.ac.uk/topics/ensemble_classifier	ensemble classifiers
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/ensemble_classifier	https://cso.kmi.open.ac.uk/topics/ensemble_classifiers	ensemble classifier
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/descriptors	https://cso.kmi.open.ac.uk/topics/descriptor	descriptors
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/descriptor	https://cso.kmi.open.ac.uk/topics/descriptors	descriptor
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/visual_feature	https://cso.kmi.open.ac.uk/topics/visual_features	visual feature
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/visual_features	https://cso.kmi.open.ac.uk/topics/visual_feature	visual features
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/formal_model	https://cso.kmi.open.ac.uk/topics/formal_models	formal model
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/formal_models	https://cso.kmi.open.ac.uk/topics/formal_model	formal models
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/classifier_ensembles	https://cso.kmi.open.ac.uk/topics/classifier_ensemble	classifier ensembles
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/classifier_ensemble	https://cso.kmi.open.ac.uk/topics/classifier_ensembles	classifier ensemble
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/partially_observable_markov_decision_process	https://cso.kmi.open.ac.uk/topics/partially_observable_markov_decision_processes	partially observable markov decision process
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/partially_observable_markov_decision_processes	https://cso.kmi.open.ac.uk/topics/partially_observable_markov_decision_process	partially observable markov decision processes
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/memetic_algorithms	https://cso.kmi.open.ac.uk/topics/memetic_algorithm	memetic algorithms
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/memetic_algorithm	https://cso.kmi.open.ac.uk/topics/memetic_algorithms	memetic algorithm
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/matrix_factorizations	https://cso.kmi.open.ac.uk/topics/matrix_factorization	matrix factorizations
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/matrix_factorization	https://cso.kmi.open.ac.uk/topics/matrix_factorizations	matrix factorization
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/natural_languages	https://cso.kmi.open.ac.uk/topics/natural_language	natural languages
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/natural_language	https://cso.kmi.open.ac.uk/topics/natural_languages	natural language
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/coalition_formations	https://cso.kmi.open.ac.uk/topics/coalition_formation	coalition formations
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/coalition_formation	https://cso.kmi.open.ac.uk/topics/coalition_formations	coalition formation
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/data_stream	https://cso.kmi.open.ac.uk/topics/data_streams	data stream
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/data_streams	https://cso.kmi.open.ac.uk/topics/data_stream	data streams
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/personalization	https://cso.kmi.open.ac.uk/topics/personalizations	personalization
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/personalizations	https://cso.kmi.open.ac.uk/topics/personalization	personalizations
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/mobile_agents	https://cso.kmi.open.ac.uk/topics/mobile_agent	mobile agents
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/mobile_agent	https://cso.kmi.open.ac.uk/topics/mobile_agents	mobile agent
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/evolutionary_computation	https://cso.kmi.open.ac.uk/topics/evolutionary_computations	evolutionary computation
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/evolutionary_computations	https://cso.kmi.open.ac.uk/topics/evolutionary_computation	evolutionary computations
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computing_with_words	https://cso.kmi.open.ac.uk/topics/computing_with_word_%28cww%29	computing with words
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computing_with_word_%28cww%29	https://cso.kmi.open.ac.uk/topics/computing_with_words	computing with word (cww)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/estimation_of_distribution_algorithms	https://cso.kmi.open.ac.uk/topics/estimation_of_distribution_algorithm	estimation of distribution algorithms
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/estimation_of_distribution_algorithm	https://cso.kmi.open.ac.uk/topics/estimation_of_distribution_algorithms	estimation of distribution algorithm
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/distributed_environments	https://cso.kmi.open.ac.uk/topics/distributed_environment	distributed environments
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/distributed_environment	https://cso.kmi.open.ac.uk/topics/distributed_environments	distributed environment
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/value_functions	https://cso.kmi.open.ac.uk/topics/value_function	value functions
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/value_function	https://cso.kmi.open.ac.uk/topics/value_functions	value function
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/personalized_service	https://cso.kmi.open.ac.uk/topics/personalized_services	personalized service
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/personalized_services	https://cso.kmi.open.ac.uk/topics/personalized_service	personalized services
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/evaluation_models	https://cso.kmi.open.ac.uk/topics/evaluation_model	evaluation models
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/evaluation_model	https://cso.kmi.open.ac.uk/topics/evaluation_models	evaluation model
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/agent_based	https://cso.kmi.open.ac.uk/topics/agent-based	agent based
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/agent-based	https://cso.kmi.open.ac.uk/topics/agent_based	agent-based
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/probabilistic_models	https://cso.kmi.open.ac.uk/topics/probabilistic_model	probabilistic models
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/probabilistic_model	https://cso.kmi.open.ac.uk/topics/probabilistic_models	probabilistic model
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/unified_medical_language_system	https://cso.kmi.open.ac.uk/topics/unified_medical_language_systems	unified medical language system
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/unified_medical_language_systems	https://cso.kmi.open.ac.uk/topics/unified_medical_language_system	unified medical language systems
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/user_profile	https://cso.kmi.open.ac.uk/topics/user_profiles	user profile
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/user_profiles	https://cso.kmi.open.ac.uk/topics/user_profile	user profiles
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/satisfiability_problems	https://cso.kmi.open.ac.uk/topics/satisfiability_problem	satisfiability problems
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/satisfiability_problem	https://cso.kmi.open.ac.uk/topics/satisfiability_problems	satisfiability problem
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/self_organizing	https://cso.kmi.open.ac.uk/topics/self-organizing	self organizing
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/self-organizing	https://cso.kmi.open.ac.uk/topics/self_organizing	self-organizing
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/hierarchical_structures	https://cso.kmi.open.ac.uk/topics/hierarchical_structure	hierarchical structures
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/hierarchical_structure	https://cso.kmi.open.ac.uk/topics/hierarchical_structures	hierarchical structure
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/distributed_architecture	https://cso.kmi.open.ac.uk/topics/distributed_architectures	distributed architecture
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/distributed_architectures	https://cso.kmi.open.ac.uk/topics/distributed_architecture	distributed architectures
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/agent-based_systems	https://cso.kmi.open.ac.uk/topics/agent-based_system	agent-based systems
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/agent-based_system	https://cso.kmi.open.ac.uk/topics/agent-based_systems	agent-based system
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/domain_knowledge	https://cso.kmi.open.ac.uk/topics/domain_experts	domain knowledge
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/domain_experts	https://cso.kmi.open.ac.uk/topics/domain_knowledge	domain experts
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/human_robot_interaction	https://cso.kmi.open.ac.uk/topics/human-robot_interaction	human robot interaction
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/human_robot_interaction	https://cso.kmi.open.ac.uk/topics/human_robot_interactions	human robot interaction
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/human-robot_interaction	https://cso.kmi.open.ac.uk/topics/human_robot_interaction	human-robot interaction
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/human-robot_interaction	https://cso.kmi.open.ac.uk/topics/human_robot_interactions	human-robot interaction
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/human_robot_interactions	https://cso.kmi.open.ac.uk/topics/human_robot_interaction	human robot interactions
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/human_robot_interactions	https://cso.kmi.open.ac.uk/topics/human-robot_interaction	human robot interactions
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/markov_decision_process_%28mdp%29	https://cso.kmi.open.ac.uk/topics/markov_decision_processes	markov decision process (mdp)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/markov_decision_process_%28mdp%29	https://cso.kmi.open.ac.uk/topics/markov_decision_process	markov decision process (mdp)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/markov_decision_processes	https://cso.kmi.open.ac.uk/topics/markov_decision_process_%28mdp%29	markov decision processes
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/markov_decision_processes	https://cso.kmi.open.ac.uk/topics/markov_decision_process	markov decision processes
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/markov_decision_process	https://cso.kmi.open.ac.uk/topics/markov_decision_process_%28mdp%29	markov decision process
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/markov_decision_process	https://cso.kmi.open.ac.uk/topics/markov_decision_processes	markov decision process
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computer-aided_diagnosis_%28cad%29	https://cso.kmi.open.ac.uk/topics/computer_aided_diagnosis	computer-aided diagnosis (cad)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computer-aided_diagnosis_%28cad%29	https://cso.kmi.open.ac.uk/topics/computer-aided_diagnosis	computer-aided diagnosis (cad)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computer_aided_diagnosis	https://cso.kmi.open.ac.uk/topics/computer-aided_diagnosis_%28cad%29	computer aided diagnosis
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computer_aided_diagnosis	https://cso.kmi.open.ac.uk/topics/computer-aided_diagnosis	computer aided diagnosis
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computer-aided_diagnosis	https://cso.kmi.open.ac.uk/topics/computer-aided_diagnosis_%28cad%29	computer-aided diagnosis
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computer-aided_diagnosis	https://cso.kmi.open.ac.uk/topics/computer_aided_diagnosis	computer-aided diagnosis
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/student_modeling	https://cso.kmi.open.ac.uk/topics/student_models	student modeling
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/student_modeling	https://cso.kmi.open.ac.uk/topics/student_model	student modeling
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/student_models	https://cso.kmi.open.ac.uk/topics/student_modeling	student models
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/student_models	https://cso.kmi.open.ac.uk/topics/student_model	student models
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/student_model	https://cso.kmi.open.ac.uk/topics/student_modeling	student model
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/student_model	https://cso.kmi.open.ac.uk/topics/student_models	student model
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/knowledge_base	https://cso.kmi.open.ac.uk/topics/knowledge_bases	knowledge base
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/knowledge_bases	https://cso.kmi.open.ac.uk/topics/knowledge_base	knowledge bases
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cognitive_modeling	https://cso.kmi.open.ac.uk/topics/cognitive_model	cognitive modeling
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cognitive_modeling	https://cso.kmi.open.ac.uk/topics/cognitive_models	cognitive modeling
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cognitive_modeling	https://cso.kmi.open.ac.uk/topics/cognitive_modelling	cognitive modeling
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cognitive_model	https://cso.kmi.open.ac.uk/topics/cognitive_modeling	cognitive model
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cognitive_model	https://cso.kmi.open.ac.uk/topics/cognitive_models	cognitive model
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cognitive_model	https://cso.kmi.open.ac.uk/topics/cognitive_modelling	cognitive model
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cognitive_models	https://cso.kmi.open.ac.uk/topics/cognitive_modeling	cognitive models
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cognitive_models	https://cso.kmi.open.ac.uk/topics/cognitive_model	cognitive models
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cognitive_models	https://cso.kmi.open.ac.uk/topics/cognitive_modelling	cognitive models
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cbr	https://cso.kmi.open.ac.uk/topics/content_based_recommendation_%28cbr%29	cbr
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cbr	https://cso.kmi.open.ac.uk/topics/content_based_recommendation	cbr
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/k-nn_classifier	https://cso.kmi.open.ac.uk/topics/k-nearest_neighbor_classifier	k-nn classifier
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/k-nn_classifier	https://cso.kmi.open.ac.uk/topics/nearest_neighbor_classification	k-nn classifier
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/k-nearest_neighbor_classifier	https://cso.kmi.open.ac.uk/topics/k-nn_classifier	k-nearest neighbor classifier
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/k-nearest_neighbor_classifier	https://cso.kmi.open.ac.uk/topics/nearest_neighbor_classification	k-nearest neighbor classifier
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/pair-wise_comparison	https://cso.kmi.open.ac.uk/topics/pairwise_comparison	pair-wise comparison
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/concept_drifts	https://cso.kmi.open.ac.uk/topics/concept_drift	concept drifts
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/concept_drift	https://cso.kmi.open.ac.uk/topics/concept_drifts	concept drift
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/embodied_agent	https://cso.kmi.open.ac.uk/topics/embodied_agents	embodied agent
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/embodied_agents	https://cso.kmi.open.ac.uk/topics/embodied_agent	embodied agents
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/latent_variable	https://cso.kmi.open.ac.uk/topics/latent_variables	latent variable
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/latent_variables	https://cso.kmi.open.ac.uk/topics/latent_variable	latent variables
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_support_techniques	https://cso.kmi.open.ac.uk/topics/decision_support_systems%2C_clinical	decision support techniques
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_support_systems%2C_clinical	https://cso.kmi.open.ac.uk/topics/decision_support_techniques	decision support systems, clinical
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/ordered_weighted_averaging	https://cso.kmi.open.ac.uk/topics/ordered_weighted_averaging_operator	ordered weighted averaging
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/ordered_weighted_averaging_operator	https://cso.kmi.open.ac.uk/topics/ordered_weighted_averaging	ordered weighted averaging operator
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/dynamic_environments	https://cso.kmi.open.ac.uk/topics/dynamic_environment	dynamic environments
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/dynamic_environment	https://cso.kmi.open.ac.uk/topics/dynamic_environments	dynamic environment
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/information_content	https://cso.kmi.open.ac.uk/topics/information_contents	information content
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/information_contents	https://cso.kmi.open.ac.uk/topics/information_content	information contents
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/boosting	https://cso.kmi.open.ac.uk/topics/boosting_algorithm	boosting
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_models	https://cso.kmi.open.ac.uk/topics/decision_model	decision models
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_model	https://cso.kmi.open.ac.uk/topics/decision_models	decision model
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/document-processing	https://cso.kmi.open.ac.uk/topics/document_processing	document-processing
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/document_processing	https://cso.kmi.open.ac.uk/topics/document-processing	document processing
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_procedure	https://cso.kmi.open.ac.uk/topics/decision_procedures	decision procedure
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_procedures	https://cso.kmi.open.ac.uk/topics/decision_procedure	decision procedures
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/binary_decision_diagram_%28bdd%29	https://cso.kmi.open.ac.uk/topics/binary_decision_diagrams	binary decision diagram (bdd)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/binary_decision_diagram_%28bdd%29	https://cso.kmi.open.ac.uk/topics/binary_decision_diagram	binary decision diagram (bdd)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/binary_decision_diagram_%28bdd%29	https://cso.kmi.open.ac.uk/topics/binary_decision_diagrams_%28bdd%29	binary decision diagram (bdd)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/binary_decision_diagrams	https://cso.kmi.open.ac.uk/topics/binary_decision_diagram_%28bdd%29	binary decision diagrams
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/binary_decision_diagrams	https://cso.kmi.open.ac.uk/topics/binary_decision_diagram	binary decision diagrams
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/binary_decision_diagrams	https://cso.kmi.open.ac.uk/topics/binary_decision_diagrams_%28bdd%29	binary decision diagrams
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/binary_decision_diagram	https://cso.kmi.open.ac.uk/topics/binary_decision_diagram_%28bdd%29	binary decision diagram
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/binary_decision_diagram	https://cso.kmi.open.ac.uk/topics/binary_decision_diagrams	binary decision diagram
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/binary_decision_diagram	https://cso.kmi.open.ac.uk/topics/binary_decision_diagrams_%28bdd%29	binary decision diagram
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_tables	https://cso.kmi.open.ac.uk/topics/decision_table	decision tables
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_tables	https://cso.kmi.open.ac.uk/topics/decision_rules	decision tables
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_tables	https://cso.kmi.open.ac.uk/topics/decision_rule	decision tables
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_table	https://cso.kmi.open.ac.uk/topics/decision_tables	decision table
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_table	https://cso.kmi.open.ac.uk/topics/decision_rules	decision table
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_table	https://cso.kmi.open.ac.uk/topics/decision_rule	decision table
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_rules	https://cso.kmi.open.ac.uk/topics/decision_tables	decision rules
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_rules	https://cso.kmi.open.ac.uk/topics/decision_table	decision rules
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/decision_rules	https://cso.kmi.open.ac.uk/topics/decision_rule	decision rules
